央视卫视,#genre#
吉林卫视,http://39.135.15.70:6610/PLTV/88888888/224/3221225753/1/1000.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/jilin_2_hd.m3u8
广东卫视,http://39.135.34.155:18890/000000001000/1000000001000028357/1.m3u8#http://140.249.30.118/tlivecloud-cdn.ysp.cctv.cn/2000292703.m3u8#http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000292703.m3u8#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226238/1.m3u8#http://nclive.grtn.cn/gdws/sd/live.m3u8
东方卫视,http://140.249.30.118/tlivecloud-cdn.ysp.cctv.cn/2000292403.m3u8#http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000292403.m3u8#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226237/1.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/dongfang_2_hd.m3u8
黑龙江卫视,http://140.249.30.118/tlivecloud-cdn.ysp.cctv.cn/2000293903.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/heilongjiang_2_hd.m3u8
辽宁卫视,http://140.249.30.118/tlivecloud-cdn.ysp.cctv.cn/2000281301.m3u8#http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000281301.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225947/1.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/liaoning_2_hd.m3u8
河南卫视,http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000296101.m3u8#http://120.204.20.147/tlivecloud-cdn.ysp.cctv.cn/001/2000294203.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/henan_2_hd.m3u8
陕西卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225896/1.m3u8#http://stream.snrtv.com/sxtvs-star.m3u8
江西卫视,http://39.135.34.158:18890/000000001000/1000000001000013731/1.m3u8#http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000294101.m3u8#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/jiangxi_2_hd.m3u8
山西卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225895/1.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/shan1xi_2_hd.m3u8
天津卫视,http://39.135.34.157:18890/000000001000/1000000001000000831/1.m3u8#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226246/1.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/tianjin_2_hd.m3u8
河北卫视,http://39.135.34.146:18890/000000001000/1000000002000017118/1.m3u8#http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000293401.m3u8#http://120.204.20.147/tlivecloud-cdn.ysp.cctv.cn/001/2000293403.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/hebei_2_hd.m3u8
甘肃卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225877/1.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/gansu_2_hd.m3u8
宁夏卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225892/1.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/ningxia_2_hd.m3u8
贵州卫视,http://39.135.34.145:18890/000000001000/1000000002000003169/1.m3u8#http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000293301.m3u8#http://120.204.20.147/tlivecloud-cdn.ysp.cctv.cn/001/2000293303.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/guizhou_2_hd.m3u8
云南卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225902/1.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/yunnan_2_hd.m3u8
四川卫视,http://39.135.34.152:18890/000000001000/1000000002000016825/1.m3u8#http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000295001.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227006/1.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/sichuan_2_hd.m3u8
东南卫视,http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000292501.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/dongnan_2_hd.m3u8 
安徽卫视,http://39.135.34.157:18890/000000001000/4774346722046993363/1.m3u8#http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000298001.m3u8#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226223/1.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/anhui_2_hd.m3u8
广西卫视,http://39.135.34.158:18890/000000001000/1000000002000019837/1.m3u8#http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000294201.m3u8#http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225879/1.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/guangxi_2_hd.m3u8 
重庆卫视,http://39.135.34.150:18890/000000001000/1000000002000018937/1.m3u8#http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000297801.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/chongqing_2/index.m3u8
珠江卫视,http://39.135.34.151:18890/000000001000/1000000004000011655/1.m3u8#http://gdhj.chinashadt.com:2035/live/6.stream/chunklist_w2139490375.m3u8
龙江卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226239/1.m3u8
厦门卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226781/1.m3u8
南方卫视,http://39.135.34.155:18890/000000001000/1000000002000011619/1.m3u8
东南卫视,http://39.135.34.154:18890/000000001000/1000000002000009263/1.m3u8
海南卫视,http://39.135.34.145:18890/000000001000/7899627377857656087/1.m3u8#http://61.151.179.192/tlivecloud-cdn.ysp.cctv.cn/001/2000291501.m3u8#http://120.204.20.147/tlivecloud-cdn.ysp.cctv.cn/001/2000291503.m3u8
甘肃卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225877/1.m3u8
青海卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8
云南卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225902/1.m3u8
内蒙卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225891/1.m3u8
新疆卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225901/1.m3u8
西藏卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225900/1.m3u8
凤凰资讯,http://liveali.ifeng.com/live/FHZX.m3u8#http://112.17.40.197:80/PLTV/88888888/224/3221226491/index.m3u8?icpid=88888888&from=30&hms_devid=1452
凤凰中文,http://liveali.ifeng.com/live/FHZW.m3u8#http://112.17.40.139:80/PLTV/88888888/224/3221226368/index.m3u8?icpid=88888888&from=30&hms_devid=1452
澳亚卫视,http://stream.mastvnet.com/MASTV/sd/live.m3u8
珠江卫视,http://gdhj.chinashadt.com:2035/live/6.stream/chunklist_w2139490375.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8#http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=190&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1

港澳台海外,#genre#
翡翠台,http://hzyhjg.cc/cs/gat/fct.php#http://116.199.5.51:8114/index.m3u8?Fsv_chan_hls_se_idx=188&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
TVB J2,http://hzyhjg.cc/cs/gat/tvbj2.php
TVB J2,http://hzyhjg.cc/cs/gat/tvbj2-2.php
无线新闻,http://hzyhjg.cc/cs/gat/wxxw.php#http://www.liveviptv.xyz/tv/tvb.php?vid=wxxw#http://www.liveviptv.xyz/tv/tvb.php#http://cczylive.chuangwanghulian.cn/live/zy_1531983996445.flv?auth_key=1593500458-57590819-0-3bc1f0bf55895038da448c64a71d09f1
无线新闻,http://hzyhjg.cc/cs/gat/wxxw-2.php
明珠台,http://hzyhjg.cc/cs/gat/mzt.php中天新闻,http://hzyhjg.cc/cs/gat/ztxw.php#http://104.250.154.42:8080/ZZ_zhongtiannews/ZZ_zhongtiannews.m3u8
中天综合,http://104.250.154.42:8080/ZZ_zhongtianzonghe/ZZ_zhongtianzonghe.m3u8
八大综合,http://104.250.154.42:8080/ZZ_zhongtianyazhou/ZZ_zhongtianyazhou.m3u8
中视综合,http://104.250.154.42:8080/ZZ_zhongshi/ZZ_zhongshi.m3u8
年代新闻,http://104.250.154.42:8080/ZZ_niandaixinwen/ZZ_niandianxinwen.m3u8
东森新闻,http://104.250.154.42:8080/ZZ_dongsenxinwen/ZZ_dongsenxinwen.m3u8
有线新闻,http://hzyhjg.cc/cs/gat/yxxw.php
有线603,http://hzyhjg.cc/cs/gat/yx603.php
东森新闻,http://hzyhjg.cc/cs/gat/dsxw.php
非凡新闻,http://hzyhjg.cc/cs/gat/ffxw.php
华视CTS,http://104.250.154.42:8080/ZZ_huashi/ZZ_huashi.m3u8
年代新闻,http://104.250.154.42:8080/ZZ_niandaixinwen/ZZ_niandianxinwen.m3u8
明珠台,http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=12?FvSeid=1&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=2&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=0&Pcontent_id=8114.m3u8&Fsv_CMSID=&Fsv_otype=1
星空卫视,http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=233&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
中天新闻,http://iptv.52qdg.com/iptv.php?id=tw&pamid=004#http://192.200.120.82:8080/ZZ_zhongtiannews/ZZ_zhongtiannews.m3u8
中天亚洲台,http://192.200.120.82:8080/ZZ_zhongtianyazhou/ZZ_zhongtianyazhou.m3u8
中天娱乐,http://iptv.52qdg.com/iptv.php?id=tw&pamid=006
东森新闻,http://iptv.52qdg.com/iptv.php?id=tw&pamid=003#http://192.200.120.82:8080/ZZ_dongsenxinwen/ZZ_dongsenxinwen.m3u8
中视无线,http://192.200.120.82:8080/ZZ_zhongshi/ZZ_zhongshi.m3u8
华视无线,http://192.200.120.82:8080/ZZ_huashi/ZZ_huashi.m3u8
中天综合,http://iptv.52qdg.com/iptv.php?id=tw&pamid=005#http://192.200.120.82:8080/ZZ_zhongtianzonghe/ZZ_zhongtianzonghe.m3u8
星空卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
TVB翡翠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv&_res_tag_=video
明珠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
阳光卫视,http://121.31.30.90:8085/ysten-business/live/yangguangstv/yst.m3u8
台湾艺术,http://210.209.3.1/live/4715A9B3-B3CB-93DC-EDD6-CABCE3AFD3E3.m3u8?fmt=x264_500K_ts&cpid=admin&size=1280X720?dsjtv.m3u8
台灣藝術,http://210.209.3.1/live/4715A9B3-B3CB-93DC-EDD6-CABCE3AFD3E3.m3u8?fmt=x264_500K_ts&cpid=admin&size=1280X720
信吉电视,http://220.130.241.203:1935/sjtv/livestream/chunklist_w1048671923.m3u8
信吉电视,http://220.130.241.203:1935/sjtv/livestream_360p/playlist.m3u8
TVBS 新闻,http://60.199.188.65/HLS/WG_TVBS-N/01.m3u8
TVBS 新聞,http://60.199.188.65/HLS/WG_TVBS-N/02.m3u8
TVBS新闻,http://60.199.188.65/HLS/WG_TVBS-N/index.m3u8
三立新聞,http://60.199.188.65/HLS/WG_ETTV-N/02.m3u8
三立新闻,http://60.199.188.65/HLS/WG_ETTV-N/01.m3u8
三立新闻,http://60.199.188.65/HLS/WG_ETTV-N/index.m3u8
大爱一台,http://iptv.52qdg.com/iptv.php?id=tw&pamid=001
大爱二台,http://iptv.52qdg.com/iptv.php?id=tw&pamid=002
歐美影院,http://101.71.255.229:6610/zjhs/2/10037/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10037&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=Q894B3E8EEZ3T19UG09L8B03GSWB&ts=1553493266
亞洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10052&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153
国家地理,http://104.250.154.42:8080/ZZ_hbo/ZZ_hbo.m3u8
FOX动作,http://104.250.154.42:8080/ZZ_foxaction/ZZ_foxaction.m3u8
Bestv live,http://112.17.40.145/PLTV/88888888/224/3221226596/index.m3u8
MTV 音乐,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=202&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
HBO 2,http://161.0.157.5/PLTV/88888888/224/3221227026/03.m3u8？fluxustv.m3u8
好莱坞电影,http://192.200.120.82:8080/ZZ_haolaiwu/ZZ_haolaiwu.m3u8
动物星球,http://192.200.120.82:8080/ZZ_dongwuxingqiu/ZZ_dongwuxingqiu.m3u8
华纳电影,http://192.200.120.82:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
福克斯电影,http://192.200.120.82:8080/ZZ_foxaction/ZZ_foxaction.m3u8
衛星劇場,http://192.240.127.34:1935/live/cs18.stream/media_1254.m3u8
大众影视,http://39.134.52.206/wh7f454c46tw2522585283_-1736190513/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226752/index.m3u8?icpid=88888890&RTS=1575014274&from=1&ocs=2_39.134.52.206_80&hms_devid=835&vqe=3
居家幸福,http://61.58.60.230:9319/live/125.m3u8
世纪综合,http://61.58.60.230:9319/live/49.m3u8
国会频道,http://61.58.60.230:9319/live/123.m3u8
靖天歡樂,http://61.58.60.230:9319/live/201.m3u8
靖天资讯,http://61.58.60.230:9319/live/202.m3u8
靖天娱乐,http://61.58.60.230:9319/live/204.m3u8
靖洋戏剧,http://61.58.60.230:9319/live/203.m3u8
靖天国际,http://61.58.60.230:9319/live/205.m3u8
靖洋卡通,http://61.58.60.230:9319/live/206.m3u8
靖天卡通,http://61.58.60.230:9319/live/207.m3u8
靖天映画,http://61.58.60.230:9319/live/244.m3u8
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
香港hks,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xianggangweishi_2_hd.m3u8
BabyFirst,http://ms003.happytv.com.tw/live/F9YMztT5DcwWEr1f/index.m3u8
博斯魅力,http://ms003.happytv.com.tw/live/OcScNdWHvBx5P4w3/index.m3u8?token=BIk2YfurpyjroYsSvl8Ciw&time=1558345786385
BBC经典,http://qdntv96789.applinzi.com/96tv.php?633138330
经典频道,http://stream.guihet.com/migu/index.php?id=625542369
TVB 星河,http://tvbilive14-i.akamaihd.net/hls/live/496347/CXHMovie/CXHMovie-01.m3u8

教育频道,#genre#
CETV1,http://cctvalih5ca.v.myalicdn.com/cstv/cetv1_2/index.m3u8
CETV2,http://cctvalih5ca.v.myalicdn.com/cstv/cetv2_2/index.m3u8
CETV3,http://cctvalih5ca.v.myalicdn.com/cstv/cetv3_2/index.m3u8
CETV4,http://cctvalih5ca.v.myalicdn.com/cstv/cetv4_2/index.m3u8

众志成城,#genre#
新型冠状病毒,https://wjdown.99.com/video/2020/0209.mp4
新冠状病毒科普讲座,https://charge.zuoyebang.cc/record_eafdda4090346101bb9c338fc15d4561.mp4
共同战疫,https://linslive1-al.wasu.cn/live/yfy-haochidechufang.m3u8
工作防护,https://download-t.zhixueyun.com:443/default/M00/00/00/01-GZQYFH01.mp4
个人防护,https://download-t.zhixueyun.com/default/M00/00/00/02-GRFHZS02.mp4
居家防护,https://download-t.zhixueyun.com/default/M00/00/00/03-JJFH03.mp4
认识病毒,https://download-t.zhixueyun.com/default/M00/00/00/04-XXGZBDFYGRDZS04.mp4
就医流程,https://download-t.zhixueyun.com/default/M00/00/00/05-JYLC05.mp4
双画面,http://mobilelive-play.ysp.cctv.cn/2001886801_fhd.m3u8
雷神山画面1,http://mobilelive-play.ysp.cctv.cn/2001893301_fhd.m3u8
雷神山画面2,http://mobilelive-play.ysp.cctv.cn/2001893201_fhd.m3u8

腾讯企鹅辅导,#genre#
小学一年级,https://live-edu.wasu.tv/live/QiEFuDao-lv1.m3u8
小学二年级,https://live-edu.wasu.tv/live/QiEFuDao-lv2.m3u8
小学三年级,https://live-edu.wasu.tv/live/QiEFuDao-lv3.m3u8
小学四年级,https://live-edu.wasu.tv/live/QiEFuDao-lv4.m3u8
小学五年级,https://live-edu.wasu.tv/live/QiEFuDao-lv5.m3u8
小学六年级,https://live-edu.wasu.tv/live/QiEFuDao-lv6.m3u8
初中一年级,https://live-edu.wasu.tv/live/QiEFuDao-lv7.m3u8
初中二年级,https://live-edu.wasu.tv/live/QiEFuDao-lv8.m3u8
初中三年级,https://live-edu.wasu.tv/live/QiEFuDao-lv9.m3u8
高中一年级,https://live-edu.wasu.tv/live/QiEFuDao-lv10.m3u8
高中二年级,https://live-edu.wasu.tv/live/QiEFuDao-lv11.m3u8
高中三年级,https://live-edu.wasu.tv/live/QiEFuDao-lv12.m3u8

新东方网课,#genre#
小学一年级,http://aldirect.hls.huya.com/huyalive/1099531752589-1099531752589-86435413673115648-2199063628634-10057-A-0-1.m3u8
小学二年级,http://aldirect.hls.huya.com/huyalive/1099531752590-1099531752590-86435417968082944-2199063628636-10057-A-0-1.m3u8
小学三年级,http://aldirect.hls.huya.com/huyalive/1099531752591-1099531752591-86435422263050240-2199063628638-10057-A-0-1.m3u8
小学四年级,http://aldirect.hls.huya.com/huyalive/1099531752592-1099531752592-86435426558017536-2199063628640-10057-A-0-1.m3u8
小学五年级,http://aldirect.hls.huya.com/huyalive/1099531752593-1099531752593-86435430852984832-2199063628642-10057-A-0-1.m3u8
小学六年级,http://aldirect.hls.huya.com/huyalive/1099531752594-1099531752594-86435435147952128-2199063628644-10057-A-0-1.m3u8
初中一年级,http://aldirect.hls.huya.com/huyalive/1099531752595-1099531752595-86435439442919424-2199063628646-10057-A-0-1.m3u8
初中二年级,http://aldirect.hls.huya.com/huyalive/1099531752596-1099531752596-86435443737886720-2199063628648-10057-A-0-1.m3u8
初中三年级,http://aldirect.hls.huya.com/huyalive/1099531752597-1099531752597-86435448032854016-2199063628650-10057-A-0-1.m3u8
高中一年级,http://aldirect.hls.huya.com/huyalive/1099531752598-1099531752598-86435452327821312-2199063628652-10057-A-0-1.m3u8
高中二年级,http://aldirect.hls.huya.com/huyalive/1099531752599-1099531752599-86435456622788608-2199063628654-10057-A-0-1.m3u8
高中三年级,http://aldirect.hls.huya.com/huyalive/1099531752600-1099531752600-86435460917755904-2199063628656-10057-A-0-1.m3u8

学而思网课,#genre#
小学一年级,http://aldirect.hls.huya.com/huyalive/1099531752601-1099531752601-86435465212723200-2199063628658-10057-A-0-1.m3u8
小学二年级,http://aldirect.hls.huya.com/huyalive/1099531752602-1099531752602-86435469507690496-2199063628660-10057-A-0-1.m3u8
